FPOGD,FPOGV,Question,Regions
0.18128,1,1,0
0.44355999999999995,1,1,1
1.4311000000000003,1,2,1
0.24602,1,2,2
11.517310000000004,1,2,-1
0.9206,1,2,-1
0.19757,1,2,1
0.69189,1,2,2
1.26493,1,3,-1
2.7268,1,3,3
2.35003,1,3,0
0.29552999999999996,1,3,1
0.44477999999999995,1,3,-1
0.18063,1,3,0
0.68974,1,3,1
0.26463000000000003,1,3,-1
0.14786,1,3,1
5.72901,1,4,2
6.901689999999999,1,4,2
1.0019399999999998,1,4,-1
0.52565,1,4,2
2.26752,1,4,-1
2.43056,1,4,1
0.18121,1,4,2
1.0545499999999999,1,4,3
0.29556,1,4,2
0.52544,1,4,3
1.13468,1,4,0
1.0690400000000002,1,4,-1
1.4683099999999998,1,4,1
0.29496999999999995,1,4,1
0.5593699999999999,1,4,2
1.42982,1,4,1
0.11660999999999999,1,4,1
0.1647,1,4,2
0.29542,1,4,3
1.36374,1,4,4
1.79277,1,5,2
0.31296999999999997,1,5,2
0.59353,1,5,3
0.31483,1,5,3
0.37804,1,5,4
0.14826999999999999,1,5,3
1.56166,1,5,-1
5.916570000000001,1,5,5
3.9135200000000006,1,6,1
1.7158,1,6,2
0.14836,1,6,3
0.34717000000000003,1,6,2
0.7394099999999999,1,6,1
1.31763,1,6,0
7.061190000000001,1,7,4
0.49342,1,7,3
1.03685,1,7,4
0.54289,1,7,3
22.1961,1,7,4
13.712180000000007,1,7,-1
0.14722000000000002,1,8,0
2.63,1,8,-1
2.35466,1,8,4
2.70907,1,8,1
1.9431899999999998,1,9,2
0.24658,1,9,0
0.26302,1,9,1
0.27946,1,9,2
0.906,1,9,4
0.23,1,9,3
0.19749,1,9,2
0.44445999999999997,1,9,3
3.335550000000001,1,9,2
0.1478,1,9,3
0.21378000000000005,1,9,-1
0.2303,1,9,3
0.3792,1,9,1
0.19722,1,9,5
0.21355000000000002,1,9,-1
0.2792,1,9,5
0.13161,1,9,3
0.5731900000000001,1,9,2
1.5105,1,9,2
0.4263,1,10,0
0.14786,1,10,0
0.6181300000000001,1,10,3
0.391,1,10,2
0.43586,1,10,1
0.56765,1,10,2
0.34526,1,10,-1
1.13517,1,10,0
0.7909199999999998,1,10,-1
0.49303,1,11,0
0.5932999999999999,1,11,1
0.26276,1,11,3
1.5145,1,11,5
5.06327,1,11,-1
0.31367,1,12,1
1.51334,1,12,2
0.62458,1,12,1
0.19719,1,12,2
1.5123699999999998,1,12,1
1.51748,1,12,2
0.11385999999999999,1,12,2
2.34168,1,12,1
0.14743,1,12,4
1.4459,1,12,0
0.49254,1,12,0
0.34603,1,12,-1
0.62409,1,12,0
0.1315,1,12,2
4.01243,1,12,1
5.99528,1,12,5
3.814379999999998,1,12,-1
0.4244600000000001,1,13,3
0.6894499999999999,1,13,1
5.28599,1,13,5
0.88736,1,13,5
3.9769100000000015,1,13,-1
0.19447,1,14,1
1.03569,1,14,2
0.6898000000000001,1,14,1
0.19711,1,14,0
0.44558,1,14,1
0.41093,1,14,0
2.1854,1,14,5
0.8046399999999999,1,15,2
0.13147,1,15,3
0.31189,1,15,4
1.23235,1,15,3
0.24582,1,15,5
4.537790000000001,1,15,-1
5.76192,1,16,5
0.8166599999999999,1,17,3
0.7207100000000001,1,17,-1
0.28153,1,18,-1
0.34619,1,18,1
0.1976,1,18,2
0.8208599999999999,1,18,2
0.98648,1,18,1
2.17226,1,18,1
1.9282199999999996,1,18,-1
0.49460000000000004,1,18,-1
0.14819000000000002,1,18,1
0.36158,1,18,2
4.942809999999999,1,18,5
0.19746,1,19,5
0.49259,1,19,-1
0.5419,1,19,5
1.8246600000000002,1,19,-1
1.6273299999999997,1,19,1
0.34497,1,20,3
0.14786,1,20,2
0.16427999999999998,1,20,1
0.85517,1,20,0
4.916049999999995,1,20,-1
0.12958,1,20,1
0.5427000000000001,1,20,-1
2.8632099999999996,1,20,1
4.3395600000000005,1,21,1
0.77238,1,21,4
0.1308,1,21,0
1.3797599999999999,1,21,-1
0.26251,1,21,0
0.24692000000000003,1,21,-1
1.3631600000000001,1,21,1
1.7862300000000002,1,21,1
0.5661400000000001,1,21,-1
1.9584499999999996,1,21,1
0.31281,1,21,3
0.37746999999999997,1,21,4
0.9717800000000001,1,21,5
2.1910499999999997,1,22,2
0.31217,1,22,4
0.2128,1,22,1
0.42682,1,22,3
1.63061,1,22,1
1.08539,1,22,-1
0.23951,1,22,2
